"Geschäftsnummer","Bewilligungsdatum","Endverbraucherland","AG (GKV)","MTCR (GKV)","NSGI (GKV)","NSGII (GKV)","WA (GKV)","ML (GKV)","Anhang 5.1","Anhang 5.2","Anhang 5.3","ChKV","Wert"
12864,08/10/2012,"Taiwan, Provinz von China","1C3509",,,,,,,,,"3B14",5408
12865,08/10/2012,"China",,,,,"3A001a2c",,,,,,121700
12866,08/10/2012,"China",,,,,"3A001a2c",,,,,,20600
12867,08/10/2012,"Deutschland",,,,,,6,,,,,92000
12868,08/10/2012,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,288400
12869,08/10/2012,"China",,,,"2B201a1",,,,,,,184419
12798,08/13/2012,"Belarus",,,,,"5A002a1a",,,,,,56875
12798,08/13/2012,"Belarus",,,,,"5A002a1a",,,,,,5480
12838,08/13/2012,"China",,,,,"3A001b10",,,,,,156000
12870,08/13/2012,"China",,,,,"2D002",,,,,,18502
12871,08/13/2012,"Russische Föderation",,,,,"5A002a1a",,,,,,208000
12872,08/13/2012,"Philippinen",,,,"2B201b1",,,,,,,736500
12873,08/13/2012,"Thailand",,,,,"2B001a",,,,,,1170000
12874,08/13/2012,"Indien",,,,"2B001a","2B001a",,,,,,457000
12875,08/13/2012,"China",,,,"2B201a1","2B001b2",,,,,,274044
12876,08/13/2012,"Taiwan, Provinz von China",,,,"2B230",,,,,,,6795
12877,08/14/2012,"Deutschland",,,,,,,,5.2,,,7500
12878,08/14/2012,"Hong Kong",,,,,"3A001a2c",,,,,,1140000
12879,08/14/2012,"Taiwan, Provinz von China",,,,,"3B001e",,,,,,3325000
12880,08/14/2012,"China",,,,"2B201a1","2B001b2",,,,,,253452
12881,08/14/2012,"Niederlande",,,,,,,,,,"1A3",1
12882,08/14/2012,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,372090
12883,08/14/2012,"China",,,,"2B201a1",,,,,,,192945
12884,08/14/2012,"Israel","2B350g2",,,,,,,,,,5886
12885,08/15/2012,"Lettland",,,,,,"3a",,,,,1732
12886,08/15/2012,"China",,,,,"6A005a5b",,,,,,162000
12887,08/15/2012,"Sudan",,,,,,"4b",,,,,1
12887,08/15/2012,"Sudan",,,,,,"4b",,,,,84000
12888,08/15/2012,"Slowakei, Slowakische Republik",,,,"2B201b1",,,,,,,625725
12889,08/15/2012,"Russische Föderation",,,,,"6A002c1",,,,,,58231
12890,08/15/2012,"Indien",,,,,,,5.1,,,,1900
12891,08/15/2012,"Malaysia",,,,,"5A002a1a",,,,,,8000
12892,08/15/2012,"Südafrika",,,,,"5A002a1a",,,,,,48000
12893,08/15/2012,"Oman",,,,,,11,,,,,24000
12894,08/15/2012,"China",,,,"2B201a1",,,,,,,6385500
12895,08/15/2012,"China",,,,"2B201a1","2B001b2",,,,,,1804310
12937,08/15/2012,"Iran, Islamische Republik (SG)",,,,,,,,,,,331136
12896,08/16/2012,"Vereinigte Arabische Emirate",,,,,,,5.1,,,,1970
12896,08/16/2012,"Vereinigte Arabische Emirate",,,,,,,5.1,,,,1
12897,08/16/2012,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,436650
12898,08/16/2012,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,436650
12900,08/16/2012,"Iran, Islamische Republik (SG)",,,,,,,,,,,67712
12901,08/16/2012,"China","2B352b",,,,,,,,,,83390
12902,08/16/2012,"Brasilien",,,,"2B201a1","2B001b2",,,,,,283148
12903,08/16/2012,"Thailand",,,,,"5A001f",,,,,,380900
12904,08/16/2012,"China",,,,"2B201a2","2B001b2",,,,,,497291
12905,08/16/2012,"Ungarn",,,,,,"18a",,,,,172000
12906,08/17/2012,"Indien",,,,,,,5.1,,,,24000
12907,08/17/2012,"Indien",,,,,,,5.1,,,,8000
12908,08/17/2012,"Russische Föderation",,,,"2B201a",,,,,,,151585
12909,08/17/2012,"Russische Föderation",,,,"2B201a",,,,,,,112011
12910,08/17/2012,"Hong Kong",,,,,"3A001a5a3",,,,,,85000
12911,08/17/2012,"Taiwan, Provinz von China",,,,,"7B003",,,,,,29000
12912,08/17/2012,"Indien",,,,,,"1a",,,,,6914
12913,08/17/2012,"Ecuador",,,,,,11,,,,,13600
12914,08/17/2012,"Katar",,,,,,"11a",,,,,369095
12915,08/17/2012,"Indien",,,,,,"1a",,,,,6524
12916,08/17/2012,"Malaysia",,,,,"4E001a",,,,,,2000
12917,08/17/2012,"Korea, Republik",,,,,,"10c",,,,,5380
12918,08/17/2012,"Brasilien",,,,"2B201a1",,,,,,,200406
12919,08/20/2012,"Großbritannien (Vereinigtes Königreich)",,,,,,"10d",,,,,2201
12920,08/20/2012,"Russische Föderation",,,,"2B001a","2B001a",,,,,,440700
12921,08/20/2012,"Belarus",,,,,"6A005a6b2",,,,,,198440
12922,08/21/2012,"Deutschland",,,,"2B201a1","2B001b2",,,,,,418024
12923,08/21/2012,"Russische Föderation",,,,,"2B120",,,,,,573900
12924,08/21/2012,"Israel",,,,,"7B003a",,,,,,31500
12925,08/21/2012,"Mexiko",,,,,"4A003a",,,,,,24070
12926,08/21/2012,"Venezuela","2B350a4",,,,,,,,,,530000
12927,08/21/2012,"Indien",,"6A108b2",,,,,,,,,200000
12928,08/21/2012,"Indien",,"2B120",,,"7B003a",,,,,,2626400
12929,08/21/2012,"China",,,,,"6A005a6b2",,,,,,198440
12930,08/21/2012,"Iran, Islamische Republik (SG)",,,,,,,,,,,1000000
12931,08/22/2012,"Indien",,,,"2B201b1",,,,,,,515518
12932,08/22/2012,"Russische Föderation",,,,,"7B003",,,,,,124100
12933,08/22/2012,"Vereinigte Staaten",,,"0B001b14",,,,,,,,10000
12934,08/22/2012,"Malaysia",,,,,"6A002c1",,,,,,8093
12936,08/22/2012,"Singapur",,,,,"3A001a2c",,,,,,840700
12939,08/23/2012,"Russische Föderation",,,,"2B001a",,,,,,,207048
12940,08/23/2012,"Peru",,"7A103a",,,,,,,,,151596
12941,08/23/2012,"Malaysia",,,,,"5A002a1a",,,,,,6234
12942,08/23/2012,"Taiwan, Provinz von China",,,,,"2D002",,,,,,10012
12943,08/23/2012,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,436650
12944,08/23/2012,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,436650
12945,08/23/2012,"Chile","2B352b",,,,,,,,,,71100
12935,08/24/2012,"Serbien",,,,,"2B001a",,,,,,180840
12947,08/24/2012,"Kroatien (Hrvatska)",,,,,"1C010b",,,,,,122290
12948,08/24/2012,"China",,,,"2B001a","2B001a",,,,,,104663
12949,08/24/2012,"Singapur",,,,,"3A001a2c",,,,,,1068700
12950,08/24/2012,"Singapur",,,,,"3A001a2c",,,,,,382300
12952,08/27/2012,"Brasilien",,,,,"5A002a1a",,,,,,316800
12953,08/27/2012,"China",,"7A103a",,,,,,,,,151596
12954,08/27/2012,"China","2B350d5",,,,,,,,,,345000
12955,08/27/2012,"China",,,,"2B201a1","2B001b2",,,,,,483604
12956,08/27/2012,"Deutschland",,,,"1C235",,,,,,,2500
12956,08/27/2012,"Deutschland",,,,"1C235",,,,,,,500
12957,08/27/2012,"Saudi-Arabien",,,,,,"1a",,,,,540
12957,08/27/2012,"Saudi-Arabien",,,,,,"3a",,,,,7690
12958,08/27/2012,"Ecuador",,,,,"5A001i",,,,,,2500
12959,08/27/2012,"China",,,,"2B201a1",,,,,,,249739
12960,08/27/2012,"Hong Kong",,,,,"3A001a2c",,,,,,13900
12946,08/28/2012,"Taiwan, Provinz von China","2B352f",,,,,,,,,,240943
12951,08/28/2012,"Saudi-Arabien",,,,,,,5.1,,,,8360
12951,08/28/2012,"Saudi-Arabien",,,,,,"1a",,,,,2435
12961,08/28/2012,"Estland",,,,,"6A002c1",,,,,,23200
12961,08/28/2012,"Estland",,,,,"6A002c1",,,,,,31900
12962,08/28/2012,"China",,,,"2B201a1",,,,,,,2055799
12963,08/28/2012,"China",,,,"2B201a1",,,,,,,348765
12964,08/28/2012,"China",,,,"2B201a1",,,,,,,231377
12783,08/29/2012,"Israel",,,,,,,5.1,,,,14185
12965,08/29/2012,"Indien",,,,,,"18a",,,,,90189
12966,08/29/2012,"Belarus",,,,,,,5.1,,,,3763
12967,08/29/2012,"Hong Kong",,,,,"3A001a2c",,,,,,12000
12968,08/29/2012,"Hong Kong",,,,,"3A001a2c",,,,,,11800
12969,08/29/2012,"Singapur",,,,"1C231",,,,,,,2550
12970,08/30/2012,"Katar",,,,,"5A001i",,,,,,2500
12971,08/30/2012,"China",,"7A103a",,,,,,,,,454788
12972,08/30/2012,"China",,,,,"3A001a2c",,,,,,328000
12973,08/30/2012,"China",,,,"2B201b1",,,,,,,754000
12974,08/30/2012,"China",,,,"2B201b1",,,,,,,445000
12975,08/30/2012,"Frankreich","1C350.13",,,,,,,,,"2B09",15000
12978,08/30/2012,"Iran, Islamische Republik (SG)",,,,,,,,,,,10059295
12979,08/31/2012,"Deutschland",,,,"2B201a1","2B001b2",,,,,,474997
12980,08/31/2012,"Russische Föderation","2B350d3",,,,,,,,,,4400
12980,08/31/2012,"Russische Föderation","2B350g3",,,,,,,,,,42450
12980,08/31/2012,"Russische Föderation","2B350e3",,,,,,,,,,3600
12980,08/31/2012,"Russische Föderation","2B350b3",,,,,,,,,,9000
12981,08/31/2012,"Kroatien (Hrvatska)",,,,,"2B001a",,,,,,1241995
12982,08/31/2012,"China",,,,"2B001b1",,,,,,,472600
12983,08/31/2012,"China",,,,"2B201b1",,,,,,,643200
12984,08/31/2012,"Israel",,,,"1C231",,,,,,,3696
12985,08/31/2012,"Israel",,,,"1C231",,,,,,,6600
12986,08/31/2012,"Russische Föderation",,,,"2B201b1",,,,,,,708100
12987,08/31/2012,"Russische Föderation",,,,"2B201a","2B001b",,,,,,1886120
12988,08/31/2012,"China",,,,,"3A001a2c",,,,,,19900
12989,08/31/2012,"Pakistan","2B350g2",,,,,,,,,,2054
12991,09/03/2012,"Oman",,,,,"5A002a1a",,,,,,21735
12992,09/03/2012,"Oman",,,,,"5A002a1a",,,,,,12943
12990,09/04/2012,"Brasilien",,,,,,,5.1,,,,42000
12993,09/05/2012,"Taiwan, Provinz von China",,,,,"5A002a1a",,,,,,16000
12994,09/05/2012,"Kuba","2B350i",,,,,,,,,,22900
12995,09/05/2012,"China",,,,,"3A001g2",,,,,,45041
12997,09/05/2012,"Thailand",,,,,"4A003a",,,,,,125300
12998,09/05/2012,"Deutschland",,,,"2B201a1","2B001b2",,,,,,301037
12999,09/05/2012,"Thailand",,,,,"5A001i",,,,,,500
13000,09/05/2012,"Iran, Islamische Republik (SG)",,,,,,,,,,,2328614
13001,09/05/2012,"Iran, Islamische Republik (SG)",,,,,,,,,,,2555729
13003,09/05/2012,"Hong Kong",,,,"2B201a","2B001b2",,,,,,755666
13004,09/05/2012,"Italien",,,,,,,5.1,,,,263
13005,09/05/2012,"Taiwan, Provinz von China",,,,"2B201a1",,,,,,,213228
13006,09/06/2012,"China",,,,,"3B001e",,,,,,1995000
13007,09/06/2012,"Indonesien",,,,,"3A001a2c",,,,,,67700
13008,09/06/2012,"Indonesien",,,,,"3A001a2c",,,,,,58000
13009,09/06/2012,"Peru",,,,,"6A002c1",,,,,,8200
13009,09/06/2012,"Peru",,,,,"6A002a3f",,,,,,8200
13010,09/06/2012,"Mexiko",,,,,,"22a",,,,,5000000
13010,09/06/2012,"Mexiko",,,,,,13,,,,,1
13011,09/06/2012,"Iran, Islamische Republik (SG)",,,,,,,,,,,770775
13012,09/06/2012,"Singapur",,,,,"5D002",,,,,,50
13013,09/06/2012,"Iran, Islamische Republik (SG)",,,,,,,,,,,483343
13014,09/06/2012,"Singapur",,,,"1C231",,,,,,,4200
13015,09/07/2012,"Hong Kong",,,,,"3A001a2c",,,,,,512600
13017,09/07/2012,"Iran, Islamische Republik (SG)",,,,,,,,,,,13780
13018,09/07/2012,"Singapur","2B350d3",,,,,,,,,,19530
13020,09/07/2012,"Ukraine",,,,"2B201a","2B001b",,,,,,327437
13021,09/07/2012,"Taiwan, Provinz von China",,,,,,11,,,,,110470
13022,09/07/2012,"China",,,,,"3A001a2c",,,,,,12300
13023,09/10/2012,"China",,,,"2B201b",,,,,,,800689
13024,09/10/2012,"China",,,,"2B001a","2B001a",,,,,,155039
13026,09/10/2012,"Taiwan, Provinz von China","2B352d",,,,,,,,,,31500
13027,09/10/2012,"Singapur",,,,,"6A002a3f",,,,,,6204
13028,09/11/2012,"Oman",,,,,"5A001i",,,,,,1500
13029,09/11/2012,"Togo",,,,,"3A002g2",,,,,,43321
13030,09/11/2012,"China",,,,,"6A005a6b2",,,,,,347252
13031,09/11/2012,"China",,,,,"6A002c1",,,,,,151700
13032,09/11/2012,"Iran, Islamische Republik (SG)",,,,,,,,,,,1681631
13033,09/11/2012,"Russische Föderation",,,,"2B201a","2B001b",,,,,,384300
13034,09/11/2012,"Deutschland","2B352b",,,,,,,,,,108340
13035,09/11/2012,"China",,,,,"3A001a2c",,,,,,617000
13036,09/11/2012,"Israel",,,,,,16,,,,,1700
12470,09/12/2012,"Neuseeland",,,,,,"1a",,,,,1396
13002,09/12/2012,"Taiwan, Provinz von China","1C3509",,,,,,,,,"3B14",2883
13037,09/12/2012,"Israel",,,,,"7A002a+b",,,,,,670000
13038,09/12/2012,"Litauen",,,,,"6A002c1",,,,,,7990
13039,09/12/2012,"Kanada",,,,,,,5.1,,,,1030
13040,09/12/2012,"Hong Kong",,,,,"3A001a2c",,,,,,1026000
13042,09/12/2012,"China",,,,,"3A001a2c",,,,,,22300
13043,09/12/2012,"Marokko",,,,,,,,5.2,,,425000
13044,09/12/2012,"Saudi-Arabien",,,,,,3,,,,,520
12520,09/13/2012,"Brasilien",,,"0B001b14",,,,,,,,95000
13045,09/13/2012,"Thailand",,,,,"5A001f",,,,,,132500
13046,09/13/2012,"Großbritannien (Vereinigtes Königreich)",,,,,,,5.1,,,,2500
13047,09/13/2012,"Frankreich",,,,"2B201a1","2B001b2",,,,,,523463
13048,09/13/2012,"Thailand",,,,,"5A001i",,,,,,1700
13049,09/13/2012,"Ungarn",,,,,,"18a",,,,,10000
13050,09/13/2012,"Kolumbien",,"7A103a",,,,,,,,,151596
13051,09/14/2012,"Serbien",,,,,,"18a",,,,,5453470
13052,09/14/2012,"Mexiko",,,,,"5A001i",,,,,,3400
13053,09/14/2012,"China",,,,,"2B001a",,,,,,592230
13054,09/14/2012,"Jordanien","2B350g2",,,,,,,,,,2012
13055,09/14/2012,"Taiwan, Provinz von China",,,,"2B201a1",,,,,,,256033
13056,09/14/2012,"Großbritannien (Vereinigtes Königreich)",,,,,,"10c",,,,,119850
13057,09/17/2012,"Südafrika",,,,,,,5.1,,,,25900
13057,09/17/2012,"Südafrika",,,,,,,5.1,,,,1
13057,09/17/2012,"Südafrika",,,,,,,5.1,,,,1
13058,09/17/2012,"Burkina Faso",,,,,,"7f1",,,,,117600
13059,09/17/2012,"Frankreich",,,,"2B001a","2B001a",,,,,,490000
13060,09/17/2012,"Saudi-Arabien",,,,,,"11a",,,,,240650
13060,09/17/2012,"Saudi-Arabien",,,,,,"11a",,,,,215350
13061,09/17/2012,"China",,,,,"3A001a2c",,,,,,263600
13062,09/17/2012,"China",,,,,"3A001a2c",,,,,,182800
13063,09/17/2012,"Aserbaidschan",,,,,,"10c2",,,,,1021540
13064,09/17/2012,"Singapur","2B350g2",,,,,,,,,,8524
13065,09/17/2012,"China",,,,,"2D002",,,,,,6716
13066,09/18/2012,"China","2B352b",,,,,,,,,,91000
13067,09/18/2012,"Thailand",,,,"2B201b","2B001c1",,,,,,357600
13068,09/18/2012,"Korea, Republik",,,,"1B231b2",,,,,,,550
13068,09/18/2012,"Korea, Republik",,,,"1C235",,,,,,,5000
13069,09/18/2012,"China",,,,,"2D002",,,,,,10593
13070,09/18/2012,"Thailand",,,,,"5A001i",,,,,,170
13071,09/19/2012,"Singapur",,,,"1C231",,,,,,,4200
13073,09/19/2012,"Singapur",,,,,,"4b",,,,,6030
13075,09/19/2012,"Tunesien",,,,,,,,5.2,,,425000
13076,09/19/2012,"Italien",,,,,,"4c",,,,,7200
13077,09/19/2012,"Singapur",,,,,"3A001a2c",,,,,,34200
13078,09/19/2012,"Singapur",,,,,"3A001a2c",,,,,,37000
13095,09/19/2012,"Iran, Islamische Republik (SG)",,,,,,,,,,,178796
13096,09/19/2012,"Iran, Islamische Republik (SG)",,,,,,,,,,,58220
12579,09/20/2012,"Pakistan",,,,,"7B003a",,,,,,200000
13072,09/20/2012,"Vereinigte Arabische Emirate",,,,,,,5.1,,,,655
13079,09/20/2012,"Hong Kong",,,,,"3A001a2c",,,,,,36500
13080,09/20/2012,"China",,,,,"1B001e",,,,,,5629000
13081,09/20/2012,"Malaysia",,,,,"6A005a6b2",,,,,,198440
13082,09/20/2012,"Deutschland",,,,,,"2a",,,,,1721
13083,09/20/2012,"Ägypten","2B350i4",,,,,,,,,,126321
13084,09/20/2012,"Thailand",,,,,"3A001a10c",,,,,,98844
13085,09/20/2012,"Israel",,,,,"3A001a10c",,,,,,138800
13086,09/20/2012,"Israel",,,,,"3A001a10c",,,,,,5351
13087,09/20/2012,"Italien",,,,"2B201a1","2B001b1",,,,,,121100
13093,09/20/2012,"Iran, Islamische Republik (SG)",,,,,,,,,,,6446
13097,09/20/2012,"Iran, Islamische Republik (SG)",,,,,,,,,,,602538
13088,09/21/2012,"Georgien",,,,,"6A002c1",,,,,,36100
13088,09/21/2012,"Georgien",,,,,"6A002c1",,,,,,257400
13089,09/21/2012,"China","2B350d5",,,,,,,,,,331275
13090,09/21/2012,"Vereinigte Arabische Emirate",,,,,,1,,,,,90090
13091,09/21/2012,"China",,,,"2B201a2","2B001b2",,,,,,673800
13092,09/21/2012,"Südafrika",,,,,,"4c",,,,,14400
13094,09/24/2012,"Iran, Islamische Republik (SG)",,,,,,,,,,,25657
13099,09/24/2012,"Indien",,,,,"2B001a",,,,,,345000
13100,09/24/2012,"Singapur",,,,,"3A001a2c",,,,,,430000
13102,09/24/2012,"China",,,,"2B201a","2B001b2",,,,,,254227
13101,09/25/2012,"China",,,,"2B001a1","2B001b1",,,,,,197366
13103,09/25/2012,"China",,,,,"6A005a6b2",,,,,,347252
13104,09/25/2012,"Indien",,,,,,"1a",,,,,915
13105,09/25/2012,"Taiwan, Provinz von China",,,,,,,5.1,,,,7980
13107,09/25/2012,"Katar","2B350i4",,,,,,,,,,419760
13108,09/25/2012,"Russische Föderation",,"2B120",,,"7B003a",,,,,,561578
13109,09/25/2012,"Brasilien",,,,,,"17h",,,,,2590
13110,09/25/2012,"China",,,,"2B201a1","2B001b2",,,,,,161940
13111,09/26/2012,"Singapur",,,,"1C231",,,,,,,5000
13112,09/26/2012,"Russische Föderation",,,,,,1,,,,,31467
13113,09/26/2012,"Kamerun",,,,,,1,,,,,7560
13114,09/26/2012,"Indien",,,,,,,5.1,,,,1900
13115,09/26/2012,"Indien",,,,,,,5.1,,,,1900
13116,09/26/2012,"Indien",,,,,,,5.1,,,,1900
13117,09/26/2012,"Slowenien",,,,"2B201a2","2B001b2",,,,,,355125
13118,09/26/2012,"Brasilien",,,,,"5A002a1a",,,,,,36000
13119,09/26/2012,"Katar",,,,,"5A001i",,,,,,1628480
13120,09/26/2012,"Deutschland",,,,"2B201a","2B001b",,,,,,443559
13121,09/27/2012,"Rumänien",,,,"3A228c",,,,,,,10304
13123,09/27/2012,"China",,,,"2B201a1",,,,,,,250000
13124,09/27/2012,"China",,,,"2B201a1",,,,,,,243000
13125,09/27/2012,"China",,,,,"3A001a10c",,,,,,5259
13126,09/27/2012,"China",,,,,"3A001a10c",,,,,,6697
13127,09/27/2012,"China",,,,"2B001a","2B001a",,,,,,289254
13128,09/27/2012,"Guatemala",,,,,"5A001i",,,,,,360
13129,09/28/2012,"China",,,,,"3A001a2c",,,,,,64600
13130,09/28/2012,"Singapur",,,,,,,5.1,,,,2280
13131,09/28/2012,"Singapur",,,,,,,5.1,,,,1140
13132,09/28/2012,"China",,,,,,,5.1,,,,569862
13133,09/28/2012,"Russische Föderation",,"7A103a",,,,,,,,,44500
13134,09/28/2012,"Malaysia",,,,,"6A005a6b2",,,,,,198440
13135,09/28/2012,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,570143
13136,09/28/2012,"Oman",,,,,,11,,,,,47000
13137,10/01/2012,"Peru",,"7A103a",,,,,,,,,151596
13138,10/02/2012,"China","2B352b",,,,,,,,,,69752
13140,10/02/2012,"Singapur",,,,,"3A001a5a2",,,,,,218500
13141,10/02/2012,"Hong Kong",,,,,"3A001a2c",,,,,,123500
13142,10/02/2012,"Indien",,,,"2B201a",,,,,,,161843
13143,10/02/2012,"Katar",,,,,,1,,,,,4330
13139,10/03/2012,"Slowenien",,,,,,,,5.2,,,10542
13144,10/03/2012,"Indien",,,,,,"1a",,,,,8066
13145,10/03/2012,"China",,,,,"3A001a2c",,,,,,82200
13148,10/03/2012,"Indien",,,,"2B201a","2B001b",,,,,,60600
13149,10/03/2012,"Indonesien",,,,,"5A002a1a",,,,,,496800
13150,10/03/2012,"Mexiko",,,,,"5A001i",,,,,,777600
13151,10/03/2012,"Katar","2B350g2",,,,,,,,,,516000
13152,10/03/2012,"China",,,,,"3A001g2",,,,,,46343
13153,10/03/2012,"China",,,,"2B001a","2B001a",,,,,,180372
13154,10/03/2012,"Tunesien",,,,"2B201a1","2B001b2",,,,,,498800
13155,10/03/2012,"Tunesien",,,,"2B201a1","2B001b2",,,,,,498800
13156,10/03/2012,"Tunesien",,,,"2B201a1","2B001b2",,,,,,498800
13157,10/03/2012,"Tunesien",,,,"2B201a1","2B001b2",,,,,,498800
13158,10/03/2012,"Tunesien",,,,"2B201a1","2B001b2",,,,,,574075
13159,10/04/2012,"Großbritannien (Vereinigtes Königreich)",,,,,,"7d",,,,,84
13160,10/04/2012,"Kolumbien",,,,,"6A002c1",,,,,,9167
13160,10/04/2012,"Kolumbien",,,,,"6A002c1",,,,,,29000
13160,10/04/2012,"Kolumbien",,,,,"6A002c1",,,,,,23200
13160,10/04/2012,"Kolumbien",,,,,"6A002a3f",,,,,,8111
13161,10/04/2012,"Chile",,,,,,"15d",,,,,15
13161,10/04/2012,"Chile",,,,,"6A002c1",,,,,,7600
13161,10/04/2012,"Chile",,,,,"6A002a3f",,,,,,7300
13162,10/04/2012,"Bosnien und Herzegowina",,,,,,,5.1,,,,2250
13163,10/04/2012,"Dänemark",,,,"1B231b2",,,,,,,500
13163,10/04/2012,"Dänemark",,,,"1C235",,,,,,,6250
13164,10/04/2012,"Russische Föderation",,,,,"2B001a",,,,,,263443
13165,10/04/2012,"Russische Föderation",,,,"2B001a","2B001a",,,,,,181081
13166,10/04/2012,"Russische Föderation",,,,"2B201a2",,,,,,,100547
13167,10/04/2012,"Estland",,,,,"6A002c1",15,,,,,601172
13146,10/05/2012,"Russische Föderation",,,,"2B201a1",,,,,,,266895
13168,10/05/2012,"Serbien",,,,,"6A002c1",,,,,,6000
13168,10/05/2012,"Serbien",,,,,"6A002c1",,,,,,29000
13168,10/05/2012,"Serbien",,,,,"6A002c1",,,,,,11000
13168,10/05/2012,"Serbien",,,,,"6A002a3f",,,,,,7500
13170,10/05/2012,"Frankreich",,,,"2B201a1","2B001b2",,,,,,276829
13171,10/05/2012,"Thailand",,,,,"6A002a2a",,,,,,12250
13172,10/05/2012,"Frankreich",,,,"1C235",,,,,,,6450
13172,10/05/2012,"Frankreich",,,,"1B231b2",,,,,,,250
13173,10/05/2012,"Chile",,,,,,,5.1,,,,3588
13174,10/05/2012,"Indien",,,,,"5A002a1a",,,,,,25600
13169,10/08/2012,"Katar",,,,,"5A002a1a",,,,,,319858
13175,10/08/2012,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,303780
13176,10/08/2012,"China",,,,"2B201a1","2B001b2",,,,,,226992
13178,10/08/2012,"Russische Föderation",,,,,,14,,,,,8995
13180,10/08/2012,"Malaysia",,,,"2B001a","2B001a",,,,,,937580
13179,10/09/2012,"Estland",,,,,"6A005a6b2",,,,,,513960
13181,10/09/2012,"Taiwan, Provinz von China",,,,,"2B001a",,,,,,176960
13182,10/09/2012,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,1
13182,10/09/2012,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,1290000
13183,10/09/2012,"Saudi-Arabien",,,,,,,,5.2,,,800000
13184,10/09/2012,"Deutschland",,,,"1C233",,,,,,,6500
13186,10/09/2012,"Iran, Islamische Republik (SG)",,,,,,,,,,,101
13187,10/09/2012,"Deutschland",,,,"2B226",,,,,,,213868
13188,10/09/2012,"Thailand",,,,,"6A002c1",,,,,,29000
13147,10/10/2012,"Israel",,,,,"1C010b",,,,,,10680
13189,10/10/2012,"Indien",,,,"3A228c",,,,,,,136072
13190,10/10/2012,"Malaysia",,,,,"1A002b1",,,,,,56866
13191,10/10/2012,"Pakistan",,,,,,"22a",,,,,87875
13192,10/10/2012,"Katar",,,,,"5A001i",,,,,,140260
13193,10/10/2012,"Chile",,,,,,"4c",,,,,6328
13194,10/10/2012,"Indien",,,,,,"4c",,,,,6328
13195,10/11/2012,"Russische Föderation",,,,,"2B001a",,,,,,208182
13196,10/11/2012,"Singapur",,,,"1C231",,,,,,,4200
13197,10/11/2012,"Indonesien",,,,,"6A002c1",,,,,,78650
13198,10/11/2012,"Südafrika",,,,,"6A005a6b2",,,,,,713900
13199,10/11/2012,"Malaysia",,,,,"6A005a6b2",,,,,,472452
13200,10/11/2012,"Brasilien",,,,,"2B001a",,,,,,1284885
13201,10/11/2012,"Russische Föderation",,,,,"6A005a6b2",,,,,,593844
13204,10/11/2012,"Rumänien",,,,"2B201b1",,,,,,,230393
13203,10/12/2012,"Vereinigte Arabische Emirate",,,,"2B001a","2B001a",,,,,,200000
13205,10/12/2012,"Kasachstan",,,,,,"1a",,,,,156700
13206,10/12/2012,"Singapur",,,,,"3A002g2",,,,,,56736
13207,10/12/2012,"Rumänien",,,,"2B201b1",,,,,,,662624
13208,10/12/2012,"Aserbaidschan",,,,,,,5.1,,,,200
13209,10/12/2012,"Slowenien",,,,,,,,5.2,,,40000
13210,10/12/2012,"Paraguay","2B352e",,,,,,,,,,330000
13211,10/12/2012,"China",,,,"2B201b1",,,,,,,597860
13106,10/15/2012,"Algerien",,,,,"5A002a1a",,,,,,393600
13185,10/15/2012,"China",,,,,,"1a",,,,,138015
13212,10/15/2012,"China",,,,"1B231b2",,,,,,,6500
13212,10/15/2012,"China",,,,"1C235",,,,,,,39100
13213,10/15/2012,"China",,,,,"2B001a",,,,,,510000
13214,10/15/2012,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,285491
13215,10/15/2012,"Russische Föderation",,,,"3A228c",,,,,,,67875
13216,10/15/2012,"Deutschland",,,"0A001j",,,,,,,,1000
13217,10/15/2012,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,692544
13218,10/15/2012,"Taiwan, Provinz von China",,,,,"2B001a",,,,,,500000
13016,10/16/2012,"Kolumbien",,,,,,,5.1,,,,15990
13219,10/16/2012,"Russische Föderation","2B350e3",,,,,,,,,,1900
13219,10/16/2012,"Russische Föderation","2B350g3",,,,,,,,,,10550
13219,10/16/2012,"Russische Föderation","2B350d3",,,,,,,,,,1100
13220,10/16/2012,"Russische Föderation","2B350g3",,,,,,,,,,9350
13221,10/16/2012,"Russische Föderation","2B350g3",,,,,,,,,,3850
13222,10/16/2012,"Libanon",,,,,"5A001i",,,,,,485000
13223,10/16/2012,"Indien",,,,"2B201b1",,,,,,,182000
13224,10/16/2012,"Slowakei, Slowakische Republik",,"7A103a",,,,,,,,,44500
13202,10/17/2012,"Deutschland",,,,"2B201b","2B001c",,,,,,513800
13225,10/17/2012,"Serbien",,,,,"2B001a",,,,,,282000
